id,parentProductId,title,categories,description,quantity,price,active,status
2179-variation-0,2179,Midwestern Wildflower Value Mix,,"<p>Value Mixture for the Midwestern states.<br />Planting Rates: 5 - 10 lbs/acre<br />Seeds per pound: 593,000<br /><br />Colorful annuals and perennials , including the following species (Scientific Name / Common Name): Echinacea purpurea / Purple Coneflower; Linum grandiflorum rubrum / Scarlet Flax; Iberis umbellata / Annual Candytuft; Gypsophila elegans / Annual Baby&rsquo;s Breath; Coreopsis lanceolata / Lance-Leaved Coreopsis; Centaurea cyanus / Dwarf Cornflower; Gaillardia pulchella / Annual Gaillardia; Chrysanthemum maximum / Shasta Daisy; Dalea purpurea / Purple Prairie Clover; Rudbeckia amplexicaulis / Clasping Coneflower; Papaver rhoeas / Corn Poppy; Rudbeckia hirta / Black-Eyed Susan; Ratibida columnifera / Prairie Coneflower; Coreopsis tinctoria / Plains Coreopsis.</p>",1/10 oz.,1.50,instock,publish
2179-variation-1,2179,Midwestern Wildflower Value Mix,,"<p>Value Mixture for the Midwestern states.<br />Planting Rates: 5 - 10 lbs/acre<br />Seeds per pound: 593,000<br /><br />Colorful annuals and perennials , including the following species (Scientific Name / Common Name): Echinacea purpurea / Purple Coneflower; Linum grandiflorum rubrum / Scarlet Flax; Iberis umbellata / Annual Candytuft; Gypsophila elegans / Annual Baby&rsquo;s Breath; Coreopsis lanceolata / Lance-Leaved Coreopsis; Centaurea cyanus / Dwarf Cornflower; Gaillardia pulchella / Annual Gaillardia; Chrysanthemum maximum / Shasta Daisy; Dalea purpurea / Purple Prairie Clover; Rudbeckia amplexicaulis / Clasping Coneflower; Papaver rhoeas / Corn Poppy; Rudbeckia hirta / Black-Eyed Susan; Ratibida columnifera / Prairie Coneflower; Coreopsis tinctoria / Plains Coreopsis.</p>",1 oz.,8.00,instock,publish
2179-variation-2,2179,Midwestern Wildflower Value Mix,,"<p>Value Mixture for the Midwestern states.<br />Planting Rates: 5 - 10 lbs/acre<br />Seeds per pound: 593,000<br /><br />Colorful annuals and perennials , including the following species (Scientific Name / Common Name): Echinacea purpurea / Purple Coneflower; Linum grandiflorum rubrum / Scarlet Flax; Iberis umbellata / Annual Candytuft; Gypsophila elegans / Annual Baby&rsquo;s Breath; Coreopsis lanceolata / Lance-Leaved Coreopsis; Centaurea cyanus / Dwarf Cornflower; Gaillardia pulchella / Annual Gaillardia; Chrysanthemum maximum / Shasta Daisy; Dalea purpurea / Purple Prairie Clover; Rudbeckia amplexicaulis / Clasping Coneflower; Papaver rhoeas / Corn Poppy; Rudbeckia hirta / Black-Eyed Susan; Ratibida columnifera / Prairie Coneflower; Coreopsis tinctoria / Plains Coreopsis.</p>",4 oz.,18.00,instock,publish
2179-variation-3,2179,Midwestern Wildflower Value Mix,,"<p>Value Mixture for the Midwestern states.<br />Planting Rates: 5 - 10 lbs/acre<br />Seeds per pound: 593,000<br /><br />Colorful annuals and perennials , including the following species (Scientific Name / Common Name): Echinacea purpurea / Purple Coneflower; Linum grandiflorum rubrum / Scarlet Flax; Iberis umbellata / Annual Candytuft; Gypsophila elegans / Annual Baby&rsquo;s Breath; Coreopsis lanceolata / Lance-Leaved Coreopsis; Centaurea cyanus / Dwarf Cornflower; Gaillardia pulchella / Annual Gaillardia; Chrysanthemum maximum / Shasta Daisy; Dalea purpurea / Purple Prairie Clover; Rudbeckia amplexicaulis / Clasping Coneflower; Papaver rhoeas / Corn Poppy; Rudbeckia hirta / Black-Eyed Susan; Ratibida columnifera / Prairie Coneflower; Coreopsis tinctoria / Plains Coreopsis.</p>",8 oz.,25.00,instock,publish
2179-variation-4,2179,Midwestern Wildflower Value Mix,,"<p>Value Mixture for the Midwestern states.<br />Planting Rates: 5 - 10 lbs/acre<br />Seeds per pound: 593,000<br /><br />Colorful annuals and perennials , including the following species (Scientific Name / Common Name): Echinacea purpurea / Purple Coneflower; Linum grandiflorum rubrum / Scarlet Flax; Iberis umbellata / Annual Candytuft; Gypsophila elegans / Annual Baby&rsquo;s Breath; Coreopsis lanceolata / Lance-Leaved Coreopsis; Centaurea cyanus / Dwarf Cornflower; Gaillardia pulchella / Annual Gaillardia; Chrysanthemum maximum / Shasta Daisy; Dalea purpurea / Purple Prairie Clover; Rudbeckia amplexicaulis / Clasping Coneflower; Papaver rhoeas / Corn Poppy; Rudbeckia hirta / Black-Eyed Susan; Ratibida columnifera / Prairie Coneflower; Coreopsis tinctoria / Plains Coreopsis.</p>",1 lb.,40.00,instock,publish
2182,2182,Seeds Aeonium castello-paivae,"SEEDS Succulents A,Succulent Seeds A-Z,SUCCULENT SEED INDEX",<p>Aeonium castello-paivae</p>,,,outofstock,private
2182-variation-0,2182,Seeds Aeonium castello-paivae,,<p>Aeonium castello-paivae</p>,500 seeds,15.00,outofstock,private
2182-variation-1,2182,Seeds Aeonium castello-paivae,,<p>Aeonium castello-paivae</p>,"1,000 seeds",25.00,outofstock,private
2182-variation-2,2182,Seeds Aeonium castello-paivae,,<p>Aeonium castello-paivae</p>,"5,000 seeds",65.00,outofstock,private
2182-variation-3,2182,Seeds Aeonium castello-paivae,,<p>Aeonium castello-paivae</p>,"10,000 seeds",95.00,outofstock,private
2184,2184,Pachycereus pecten-aboriginum,"SEEDS  Cacti P,Cacti Seed List (A to Z),Pachycereus,CACTI SEED INDEX",<p>Pachycereus pecten-aboriginum.</p>,,,outofstock,private
2184-variation-0,2184,Pachycereus pecten-aboriginum,,<p>Pachycereus pecten-aboriginum.</p>,25 seeds,2,outofstock,private
2185,2185,Polaskia chichipe,"SEEDS  Cacti P,Cacti Seed List (A to Z),Polaskia,CACTI SEED INDEX",<p>Polaskia chichipe.&nbsp;</p>,,,instock,publish
2185-variation-0,2185,Polaskia chichipe,,<p>Polaskia chichipe.&nbsp;</p>,25 seeds,1.75,instock,publish
2185-variation-1,2185,Polaskia chichipe,,<p>Polaskia chichipe.&nbsp;</p>,100 seeds,5.00,instock,publish
2185-variation-2,2185,Polaskia chichipe,,<p>Polaskia chichipe.&nbsp;</p>,500 seeds,20.00,instock,publish
2185-variation-3,2185,Polaskia chichipe,,<p>Polaskia chichipe.&nbsp;</p>,1000 seeds,37.5,instock,publish
2185-variation-4,2185,Polaskia chichipe,,<p>Polaskia chichipe.&nbsp;</p>,5000 seeds,120.00,instock,publish
2689,2689,Southeast Native Wildflower Mix,"Southeast Mix,Wildflower Seed Mixes,(A) WILDFLOWER REGIONAL SEED MIXES",<p>Aster novae-angliae / New England Aster P Pink/Violet/Purple<br />Coreopsis lanceolata / Lance-Leaved Coreopsis P Yellow<br />Coreopsis leavenworthii / Leavenworth&rsquo;s Tickseed P Yellow<br />Coreopsis tinctoria / Plains Coreopsis A Yellow-Maroon<br />Echinacea purpurea / Purple Coneflower P Purple<br />Gaillardia pulchella / Annual Gaillardia A Yellow-Red<br />Gaura lindheimeri / Gaura P White<br />Ipomopsis rubra / Gilia B White/Red/Coral<br />Lavatera trimestris / Tree Mallow A White/Pink<br />Liatris spicata / Gayfeather P Purple<br />Linum grandiflorum rubrum / Scarlet Flax A Scarlet<br />Lupinus perennis / Perennial Lupine P Blue<br />Monarda citriodora / Lemon Mint A Lavender/White<br />Rudbeckia amplexicaulis / Clasping Coneflower A Yellow<br />Salvia coccinea / Scarlet Sage A/P Red</p>,,,instock,publish
2689-variation-0,2689,Southeast Native Wildflower Mix,,<p>Aster novae-angliae / New England Aster P Pink/Violet/Purple<br />Coreopsis lanceolata / Lance-Leaved Coreopsis P Yellow<br />Coreopsis leavenworthii / Leavenworth&rsquo;s Tickseed P Yellow<br />Coreopsis tinctoria / Plains Coreopsis A Yellow-Maroon<br />Echinacea purpurea / Purple Coneflower P Purple<br />Gaillardia pulchella / Annual Gaillardia A Yellow-Red<br />Gaura lindheimeri / Gaura P White<br />Ipomopsis rubra / Gilia B White/Red/Coral<br />Lavatera trimestris / Tree Mallow A White/Pink<br />Liatris spicata / Gayfeather P Purple<br />Linum grandiflorum rubrum / Scarlet Flax A Scarlet<br />Lupinus perennis / Perennial Lupine P Blue<br />Monarda citriodora / Lemon Mint A Lavender/White<br />Rudbeckia amplexicaulis / Clasping Coneflower A Yellow<br />Salvia coccinea / Scarlet Sage A/P Red</p>,1/10 oz.,2.00,instock,publish
2689-variation-1,2689,Southeast Native Wildflower Mix,,<p>Aster novae-angliae / New England Aster P Pink/Violet/Purple<br />Coreopsis lanceolata / Lance-Leaved Coreopsis P Yellow<br />Coreopsis leavenworthii / Leavenworth&rsquo;s Tickseed P Yellow<br />Coreopsis tinctoria / Plains Coreopsis A Yellow-Maroon<br />Echinacea purpurea / Purple Coneflower P Purple<br />Gaillardia pulchella / Annual Gaillardia A Yellow-Red<br />Gaura lindheimeri / Gaura P White<br />Ipomopsis rubra / Gilia B White/Red/Coral<br />Lavatera trimestris / Tree Mallow A White/Pink<br />Liatris spicata / Gayfeather P Purple<br />Linum grandiflorum rubrum / Scarlet Flax A Scarlet<br />Lupinus perennis / Perennial Lupine P Blue<br />Monarda citriodora / Lemon Mint A Lavender/White<br />Rudbeckia amplexicaulis / Clasping Coneflower A Yellow<br />Salvia coccinea / Scarlet Sage A/P Red</p>,1 oz.,10.00,instock,publish
2689-variation-2,2689,Southeast Native Wildflower Mix,,<p>Aster novae-angliae / New England Aster P Pink/Violet/Purple<br />Coreopsis lanceolata / Lance-Leaved Coreopsis P Yellow<br />Coreopsis leavenworthii / Leavenworth&rsquo;s Tickseed P Yellow<br />Coreopsis tinctoria / Plains Coreopsis A Yellow-Maroon<br />Echinacea purpurea / Purple Coneflower P Purple<br />Gaillardia pulchella / Annual Gaillardia A Yellow-Red<br />Gaura lindheimeri / Gaura P White<br />Ipomopsis rubra / Gilia B White/Red/Coral<br />Lavatera trimestris / Tree Mallow A White/Pink<br />Liatris spicata / Gayfeather P Purple<br />Linum grandiflorum rubrum / Scarlet Flax A Scarlet<br />Lupinus perennis / Perennial Lupine P Blue<br />Monarda citriodora / Lemon Mint A Lavender/White<br />Rudbeckia amplexicaulis / Clasping Coneflower A Yellow<br />Salvia coccinea / Scarlet Sage A/P Red</p>,4 oz.,30.00,instock,publish
2689-variation-3,2689,Southeast Native Wildflower Mix,,<p>Aster novae-angliae / New England Aster P Pink/Violet/Purple<br />Coreopsis lanceolata / Lance-Leaved Coreopsis P Yellow<br />Coreopsis leavenworthii / Leavenworth&rsquo;s Tickseed P Yellow<br />Coreopsis tinctoria / Plains Coreopsis A Yellow-Maroon<br />Echinacea purpurea / Purple Coneflower P Purple<br />Gaillardia pulchella / Annual Gaillardia A Yellow-Red<br />Gaura lindheimeri / Gaura P White<br />Ipomopsis rubra / Gilia B White/Red/Coral<br />Lavatera trimestris / Tree Mallow A White/Pink<br />Liatris spicata / Gayfeather P Purple<br />Linum grandiflorum rubrum / Scarlet Flax A Scarlet<br />Lupinus perennis / Perennial Lupine P Blue<br />Monarda citriodora / Lemon Mint A Lavender/White<br />Rudbeckia amplexicaulis / Clasping Coneflower A Yellow<br />Salvia coccinea / Scarlet Sage A/P Red</p>,8 oz.,45.00,instock,publish
2689-variation-4,2689,Southeast Native Wildflower Mix,,<p>Aster novae-angliae / New England Aster P Pink/Violet/Purple<br />Coreopsis lanceolata / Lance-Leaved Coreopsis P Yellow<br />Coreopsis leavenworthii / Leavenworth&rsquo;s Tickseed P Yellow<br />Coreopsis tinctoria / Plains Coreopsis A Yellow-Maroon<br />Echinacea purpurea / Purple Coneflower P Purple<br />Gaillardia pulchella / Annual Gaillardia A Yellow-Red<br />Gaura lindheimeri / Gaura P White<br />Ipomopsis rubra / Gilia B White/Red/Coral<br />Lavatera trimestris / Tree Mallow A White/Pink<br />Liatris spicata / Gayfeather P Purple<br />Linum grandiflorum rubrum / Scarlet Flax A Scarlet<br />Lupinus perennis / Perennial Lupine P Blue<br />Monarda citriodora / Lemon Mint A Lavender/White<br />Rudbeckia amplexicaulis / Clasping Coneflower A Yellow<br />Salvia coccinea / Scarlet Sage A/P Red</p>,1 lb,75.00,instock,publish
2186,2186,"Ferocactus viridescens 'La Jolla'","SEEDS  Cacti F,Cacti Seed List (A to Z),Ferocactus,CACTI SEED INDEX","<p>Ferocactus viridescens from La Jolla CA. USDA: 9b-11. Hardy to 25&deg;F. Little to moderate  water. Solitary barrel 6 to 18"" tall; 8 to 14"" wide. Yellow-green  flowers. Seeds collected in San Diego Co. Santee -- Costal form --</p>",,,instock,publish
2186-variation-0,2186,"Ferocactus viridescens 'La Jolla'",,"<p>Ferocactus viridescens from La Jolla CA. USDA: 9b-11. Hardy to 25&deg;F. Little to moderate  water. Solitary barrel 6 to 18"" tall; 8 to 14"" wide. Yellow-green  flowers. Seeds collected in San Diego Co. Santee -- Costal form --</p>",25 seeds,1.50,instock,publish
2186-variation-1,2186,"Ferocactus viridescens 'La Jolla'",,"<p>Ferocactus viridescens from La Jolla CA. USDA: 9b-11. Hardy to 25&deg;F. Little to moderate  water. Solitary barrel 6 to 18"" tall; 8 to 14"" wide. Yellow-green  flowers. Seeds collected in San Diego Co. Santee -- Costal form --</p>",100 seeds,3.50,instock,publish
2186-variation-2,2186,"Ferocactus viridescens 'La Jolla'",,"<p>Ferocactus viridescens from La Jolla CA. USDA: 9b-11. Hardy to 25&deg;F. Little to moderate  water. Solitary barrel 6 to 18"" tall; 8 to 14"" wide. Yellow-green  flowers. Seeds collected in San Diego Co. Santee -- Costal form --</p>",500 seeds,15.00,instock,publish
2187,2187,Epithelantha micromeris v. neomexicana,"SEEDS  Cacti E,Cacti Seed List (A to Z),Epithelantha,CACTI SEED INDEX",<p>Epithelantha micromeris v. neomexicana (Otero Co. NM)</p>,,,outofstock,private
2187-variation-0,2187,Epithelantha micromeris v. neomexicana,,<p>Epithelantha micromeris v. neomexicana (Otero Co. NM)</p>,25 seeds,1.50,outofstock,private
2188,2188,"Echinocereus engelmannii 'San Diego'","SEEDS  Cacti E,Cacti Seed List (A to Z),Echinocereus,CACTI SEED INDEX",<p>Echinocereus engelmannii. Collected: San Diego county CA</p>,,,instock,publish
2188-variation-0,2188,"Echinocereus engelmannii 'San Diego'",,<p>Echinocereus engelmannii. Collected: San Diego county CA</p>,25 seeds,1.75,instock,publish
2189,2189,Echinocereus triglochidiatus v. paucispinus,"SEEDS  Cacti E,Cacti Seed List (A to Z),Echinocereus,CACTI SEED INDEX",<p>Echinocereus triglochidiatus v. paucispinus (Manzamo Mts N.M.)</p>,,,outofstock,private
2189-variation-0,2189,Echinocereus triglochidiatus v. paucispinus,,<p>Echinocereus triglochidiatus v. paucispinus (Manzamo Mts N.M.)</p>,25 seeds,1.50,outofstock,private
2191,2191,Allium schoenoprasum (Chives),"Edible Herb Seed List,HERB SEED INDEX",<p>Allium schoenoprasum (Chives)</p>,,,outofstock,private
2191-variation-0,2191,Allium schoenoprasum (Chives),,<p>Allium schoenoprasum (Chives)</p>,1/10 oz. (800 seeds),3.75,outofstock,private
2191-variation-1,2191,Allium schoenoprasum (Chives),,<p>Allium schoenoprasum (Chives)</p>,1 oz. (8000 seeds),15.00,outofstock,private
2191-variation-2,2191,Allium schoenoprasum (Chives),,<p>Allium schoenoprasum (Chives)</p>,4 oz.,40.00,outofstock,private
2191-variation-3,2191,Allium schoenoprasum (Chives),,<p>Allium schoenoprasum (Chives)</p>,8 oz.,50.00,outofstock,private
2191-variation-4,2191,Allium schoenoprasum (Chives),,<p>Allium schoenoprasum (Chives)</p>,1 lb.,60.00,outofstock,private
2192,2192,Anethum graveolens  Bouquet,"Edible Herb Seed List,MICROGREENS,HERB SEED INDEX,VEGETABLE SEED INDEX",<p>Anethum graveolens &lsquo;Bouquet&rsquo; Dill</p>,,,instock,publish
2192-variation-0,2192,Anethum graveolens  Bouquet,,<p>Anethum graveolens &lsquo;Bouquet&rsquo; Dill</p>,1/10 oz. (2500 seeds),1.50,instock,publish
2192-variation-1,2192,Anethum graveolens  Bouquet,,<p>Anethum graveolens &lsquo;Bouquet&rsquo; Dill</p>,1 oz. (25000 seeds),6.00,instock,publish
2192-variation-2,2192,Anethum graveolens  Bouquet,,<p>Anethum graveolens &lsquo;Bouquet&rsquo; Dill</p>,4 oz.,15.00,instock,publish
2192-variation-3,2192,Anethum graveolens  Bouquet,,<p>Anethum graveolens &lsquo;Bouquet&rsquo; Dill</p>,8 oz.,20.00,instock,publish
2192-variation-4,2192,Anethum graveolens  Bouquet,,<p>Anethum graveolens &lsquo;Bouquet&rsquo; Dill</p>,1 lb.,28.00,instock,publish
2193,2193,Seeds Anthemis nobilis,"Medicinal Herb Seed List,Wildflower Seeds A to B,Anthemis,HERB SEED INDEX,WILDFLOWER SEED INDEX",<p>Anthemis nobilis (Roman Chamomile). Used as an herb and garden flower.</p>,,,instock,publish
2193-variation-0,2193,Seeds Anthemis nobilis,,<p>Anthemis nobilis (Roman Chamomile). Used as an herb and garden flower.</p>,1 oz. (17000 seeds),45.00,instock,publish
2193-variation-1,2193,Seeds Anthemis nobilis,,<p>Anthemis nobilis (Roman Chamomile). Used as an herb and garden flower.</p>,4 oz.,110.00,instock,publish
2193-variation-2,2193,Seeds Anthemis nobilis,,<p>Anthemis nobilis (Roman Chamomile). Used as an herb and garden flower.</p>,8 oz.,150.00,instock,publish
2193-variation-3,2193,Seeds Anthemis nobilis,,<p>Anthemis nobilis (Roman Chamomile). Used as an herb and garden flower.</p>,1 lb.,225.00,instock,publish
2194,2194,Borago officinalis,"Edible Herb Seed List,Wildflower Seeds A to B,HERB SEED INDEX,WILDFLOWER SEED INDEX",<p>Borago officinalis (Borage / Bee&rsquo;s Bread). Tender leaves used in salads and lemonade -- mild cucumber-like fragrance. Blue flowers can be candied.</p>,,,instock,publish
2194-variation-0,2194,Borago officinalis,,<p>Borago officinalis (Borage / Bee&rsquo;s Bread). Tender leaves used in salads and lemonade -- mild cucumber-like fragrance. Blue flowers can be candied.</p>,1/10 oz.,2.00,instock,publish
2194-variation-1,2194,Borago officinalis,,<p>Borago officinalis (Borage / Bee&rsquo;s Bread). Tender leaves used in salads and lemonade -- mild cucumber-like fragrance. Blue flowers can be candied.</p>,1 oz.,8.00,instock,publish
2194-variation-2,2194,Borago officinalis,,<p>Borago officinalis (Borage / Bee&rsquo;s Bread). Tender leaves used in salads and lemonade -- mild cucumber-like fragrance. Blue flowers can be candied.</p>,4 oz.,15.00,instock,publish
2194-variation-3,2194,Borago officinalis,,<p>Borago officinalis (Borage / Bee&rsquo;s Bread). Tender leaves used in salads and lemonade -- mild cucumber-like fragrance. Blue flowers can be candied.</p>,8 oz.,20.00,instock,publish
2194-variation-4,2194,Borago officinalis,,<p>Borago officinalis (Borage / Bee&rsquo;s Bread). Tender leaves used in salads and lemonade -- mild cucumber-like fragrance. Blue flowers can be candied.</p>,1 lb.,35.00,instock,publish
2195,2195,Coriandrum sativum (Cilantro) Seeds,"Edible Herb Seed List,HERB SEED INDEX",<p>Coriandrum sativum (Coriander/Cilantro)</p>,,,outofstock,private
2195-variation-0,2195,Coriandrum sativum (Cilantro) Seeds,,<p>Coriandrum sativum (Coriander/Cilantro)</p>,1/10 oz. (300 seeds),3.75,outofstock,private
2195-variation-1,2195,Coriandrum sativum (Cilantro) Seeds,,<p>Coriandrum sativum (Coriander/Cilantro)</p>,1 oz. (3000 seeds),7.50,outofstock,private
2195-variation-2,2195,Coriandrum sativum (Cilantro) Seeds,,<p>Coriandrum sativum (Coriander/Cilantro)</p>,4 oz.,12.00,outofstock,private
2195-variation-3,2195,Coriandrum sativum (Cilantro) Seeds,,<p>Coriandrum sativum (Coriander/Cilantro)</p>,8 oz.,15.00,outofstock,private
2195-variation-4,2195,Coriandrum sativum (Cilantro) Seeds,,<p>Coriandrum sativum (Coriander/Cilantro)</p>,1 lb.,24.00,outofstock,private
2195-variation-5,2195,Coriandrum sativum (Cilantro) Seeds,,<p>Coriandrum sativum (Coriander/Cilantro)</p>,5 lbs.,65.00,outofstock,private
2197,2197,Seeds Echinacea angustifolia,"Medicinal Herb Seed List,Wildflower Seeds E to G,HERB SEED INDEX,WILDFLOWER SEED INDEX",<p>Echinacea angustifolia (Black Samson). Purple coneflower.</p>,,,outofstock,private
2197-variation-0,2197,Seeds Echinacea angustifolia,,<p>Echinacea angustifolia (Black Samson). Purple coneflower.</p>,1/10 oz.,3.50,outofstock,private
2197-variation-1,2197,Seeds Echinacea angustifolia,,<p>Echinacea angustifolia (Black Samson). Purple coneflower.</p>,1 oz.,30.00,outofstock,private
2197-variation-2,2197,Seeds Echinacea angustifolia,,<p>Echinacea angustifolia (Black Samson). Purple coneflower.</p>,4 oz.,80.00,outofstock,private
2197-variation-3,2197,Seeds Echinacea angustifolia,,<p>Echinacea angustifolia (Black Samson). Purple coneflower.</p>,8 oz.,125.00,outofstock,private
2197-variation-4,2197,Seeds Echinacea angustifolia,,<p>Echinacea angustifolia (Black Samson). Purple coneflower.</p>,1 lb.,200.00,outofstock,private
2200,2200,Seeds Majorana hortensis,"Medicinal Herb Seed List,HERB SEED INDEX",<p>Majorana hortensis</p>,,,instock,publish
2200-variation-0,2200,Seeds Majorana hortensis,,<p>Majorana hortensis</p>,1/2 lb.,50.00,instock,publish
2200-variation-1,2200,Seeds Majorana hortensis,,<p>Majorana hortensis</p>,1 lb.,70.00,instock,publish
2199,2199,Lavandula angustifolia - Lavender - Common English,"Edible Herb Seed List,Medicinal Herb Seed List,HERB SEED INDEX",<p>Lavandula angustifolia - Lavender - Common English</p>,,,outofstock,private
2199-variation-0,2199,Lavandula angustifolia - Lavender - Common English,,<p>Lavandula angustifolia - Lavender - Common English</p>,1 oz. (25000 seeds),15.00,outofstock,private
2199-variation-1,2199,Lavandula angustifolia - Lavender - Common English,,<p>Lavandula angustifolia - Lavender - Common English</p>,4 oz. (100000 seeds),50.00,outofstock,private
2199-variation-2,2199,Lavandula angustifolia - Lavender - Common English,,<p>Lavandula angustifolia - Lavender - Common English</p>,8 oz.,85.00,outofstock,private
2203,2203,Ocimum basilicum (Sweet Basil) Seeds,"Edible Herb Seed List,HERB SEED INDEX",<p>Ocimum basilicum (Sweet basil)</p>,,,outofstock,private
2203-variation-0,2203,Ocimum basilicum (Sweet Basil) Seeds,,<p>Ocimum basilicum (Sweet basil)</p>,8 oz.,12.00,outofstock,private
2203-variation-1,2203,Ocimum basilicum (Sweet Basil) Seeds,,<p>Ocimum basilicum (Sweet basil)</p>,1 lb.,20.00,outofstock,private
2202,2202,Seeds Nepeta cataria (Catnip),"Medicinal Herb Seed List,HERB SEED INDEX","<p>Nepeta cataria (Catnip) Perennial. Foliage is greenish-gray with small blue flowers. Dried leaves can be used for tea, and as stimulant for cats. Mint-like fragrance. Ht. 30 inches, approx. 110,000 seeds per oz.</p>",,,outofstock,private
2202-variation-0,2202,Seeds Nepeta cataria (Catnip),,"<p>Nepeta cataria (Catnip) Perennial. Foliage is greenish-gray with small blue flowers. Dried leaves can be used for tea, and as stimulant for cats. Mint-like fragrance. Ht. 30 inches, approx. 110,000 seeds per oz.</p>",1/10 oz. (11000 seeds),4.75,outofstock,private
2202-variation-1,2202,Seeds Nepeta cataria (Catnip),,"<p>Nepeta cataria (Catnip) Perennial. Foliage is greenish-gray with small blue flowers. Dried leaves can be used for tea, and as stimulant for cats. Mint-like fragrance. Ht. 30 inches, approx. 110,000 seeds per oz.</p>",1 oz. (110000 seeds),10.00,outofstock,private
2202-variation-2,2202,Seeds Nepeta cataria (Catnip),,"<p>Nepeta cataria (Catnip) Perennial. Foliage is greenish-gray with small blue flowers. Dried leaves can be used for tea, and as stimulant for cats. Mint-like fragrance. Ht. 30 inches, approx. 110,000 seeds per oz.</p>",4 oz.,26.00,outofstock,private
2202-variation-3,2202,Seeds Nepeta cataria (Catnip),,"<p>Nepeta cataria (Catnip) Perennial. Foliage is greenish-gray with small blue flowers. Dried leaves can be used for tea, and as stimulant for cats. Mint-like fragrance. Ht. 30 inches, approx. 110,000 seeds per oz.</p>",1 lb.,42.00,outofstock,private
2204,2204,Origanum vulgare hirtum - Greek Oregano,"Edible Herb Seed List,HERB SEED INDEX",<p>Origanum vulgare hirtum - Greek Oregano - True Oregano</p>,,,outofstock,private
2204-variation-0,2204,Origanum vulgare hirtum - Greek Oregano,,<p>Origanum vulgare hirtum - Greek Oregano - True Oregano</p>,1/10 oz. (30000 seeds),8.00,outofstock,private
2204-variation-1,2204,Origanum vulgare hirtum - Greek Oregano,,<p>Origanum vulgare hirtum - Greek Oregano - True Oregano</p>,1 oz. (30000 seeds),70.00,outofstock,private
2205,2205,Petroselinum crispum - Curled Parsley,"Edible Herb Seed List,HERB SEED INDEX",<p>Petroselinum crispum (Curled Parsley)</p>,,,outofstock,private
2205-variation-0,2205,Petroselinum crispum - Curled Parsley,,<p>Petroselinum crispum (Curled Parsley)</p>,1/2 lb.,15.00,outofstock,private
2205-variation-1,2205,Petroselinum crispum - Curled Parsley,,<p>Petroselinum crispum (Curled Parsley)</p>,1 lb.,25.00,outofstock,private
2206,2206,Petroselinum crispum - Parsley - Dark Green Italian Flat-leaf,"Edible Herb Seed List,HERB SEED INDEX",<p>Petroselinum crispum - Parsley - Dark Green Italian Flat-leaf</p>,,,outofstock,private
2206-variation-0,2206,Petroselinum crispum - Parsley - Dark Green Italian Flat-leaf,,<p>Petroselinum crispum - Parsley - Dark Green Italian Flat-leaf</p>,1/10 oz. (1800 seeds),2.00,outofstock,private
2206-variation-1,2206,Petroselinum crispum - Parsley - Dark Green Italian Flat-leaf,,<p>Petroselinum crispum - Parsley - Dark Green Italian Flat-leaf</p>,1 oz. (18000 seeds),7.00,outofstock,private
2206-variation-2,2206,Petroselinum crispum - Parsley - Dark Green Italian Flat-leaf,,<p>Petroselinum crispum - Parsley - Dark Green Italian Flat-leaf</p>,4 oz.,12.00,outofstock,private
2206-variation-3,2206,Petroselinum crispum - Parsley - Dark Green Italian Flat-leaf,,<p>Petroselinum crispum - Parsley - Dark Green Italian Flat-leaf</p>,1 lb.,20.00,outofstock,private
2207,2207,Seeds Salvia officinalis (Broad Leaved Sage),"Edible Herb Seed List,Salvia Seeds,HERB SEED INDEX,TREE & SHRUB SEED INDEX",<p>Salvia officinalis (Broad Leaved Sage)</p>,,,instock,publish
2207-variation-0,2207,Seeds Salvia officinalis (Broad Leaved Sage),,<p>Salvia officinalis (Broad Leaved Sage)</p>,1/10 oz.,2.00,instock,publish
2207-variation-1,2207,Seeds Salvia officinalis (Broad Leaved Sage),,<p>Salvia officinalis (Broad Leaved Sage)</p>,1 oz.,12.00,instock,publish
2207-variation-2,2207,Seeds Salvia officinalis (Broad Leaved Sage),,<p>Salvia officinalis (Broad Leaved Sage)</p>,4 oz.,40.00,instock,publish
2207-variation-3,2207,Seeds Salvia officinalis (Broad Leaved Sage),,<p>Salvia officinalis (Broad Leaved Sage)</p>,8 oz.,75.00,instock,publish
2207-variation-4,2207,Seeds Salvia officinalis (Broad Leaved Sage),,<p>Salvia officinalis (Broad Leaved Sage)</p>,1 lb.,120.00,instock,publish
2208,2208,Thymus vulgaris - Common thyme seeds,"Edible Herb Seed List,HERB SEED INDEX","<p>Thymus vulgaris (Common, German or Winter Thyme). Perennial. 85 days. Woody plant spreads to form attractive 8 to 12 inch  high mounds. Aromatic leaves used to flavor meats, dressings, soups, and  stews.</p>",,,outofstock,private
2208-variation-0,2208,Thymus vulgaris - Common thyme seeds,,"<p>Thymus vulgaris (Common, German or Winter Thyme). Perennial. 85 days. Woody plant spreads to form attractive 8 to 12 inch  high mounds. Aromatic leaves used to flavor meats, dressings, soups, and  stews.</p>",1/10 oz. (17000 seeds),6.50,outofstock,private
